1924,0.76
1925,0.64
1926,-0.4
1927,-0.27
1928,0.26
1929,0.22
1930,1.47
1931,0.51
1932,0.52
1933,0.67
1934,1.68
1935,0.64
1936,0.68
1937,2.02
1938,2.05
1939,1.68
1940,0.66
1941,0.23
1942,-0.15
1943,1.72
1944,1.91
1945,1.53
1946,0.29
1947,0.49
1948,0.41
1949,0.78
1950,1.97
1951,0.19
1952,0.2
1953,0.73
1954,1.27
1955,-0.45
1956,-0.93
1957,0.61
1958,-0.29
1959,0.91
1960,0.71
1961,1.81
1962,-0.22
1963,1.14
1964,-0.23
1965,0.51
1966,-1.86
1967,0.9
1968,-0.76
1969,0.78
1970,0.8
1971,-0.83
1972,1.27
1973,0.51
1974,1.21
1975,0.81
1976,0.09
1977,-0.28
1978,-0.35
1979,-0.72
1980,0.1
1981,-0.29
1982,-0.32
1983,0.78
1984,1.26
1985,0.27
1986,0.11
1987,-0.18
1988,-0.06
1989,1.4
1990,1.57
1991,1.77
1992,1.62
1993,1.58
1994,1.22
1995,1.58
1996,1.16
1997,0.92
1998,0.88
1999,1.87
2000,2.0
2001,1.16
2002,2.01
2003,2.01
2004,1.74
2005,2.47
2006,1.64
2007,1.78
2008,1.51
2009,1.81
2010,0.51
2011,2.98
2012,1.45
2013,2.76
2014,3.31
2015,3.97
2016,3.29
2017,2.38
2018,2.42
