1924,-3.07
1925,-5.56
1926,-6.12
1927,-5.13
1928,-5.0
1929,-4.1
1930,-4.78
1931,-3.54
1932,-5.04
1933,-6.03
1934,-3.8
1935,-4.39
1936,-4.07
1937,-2.41
1938,-2.66
1939,-4.51
1940,-5.3
1941,0
1942,1.42
1943,-2.05
1944,-2.25
1945,-2.95
1946,-5.86
1947,-4.57
1948,-3.93
1949,-5.59
1950,-3.73
1951,-4.06
1952,-4.26
1953,-4.78
1954,-1.43
1955,-4.22
1956,-6.25
1957,-5.4
1958,-7.25
1959,-4.11
1960,-5.29
1961,-2.52
1962,-5.06
1963,-7.54
1964,-7.6
1965,-5.4
1966,-7.92
1967,-3.62
1968,-6.4
1969,-6.57
1970,-5.17
1971,-6.06
1972,-4.68
1973,-5.11
1974,-5.18
1975,-4.53
1976,-3.92
1977,-5.56
1978,-6.01
1979,-7.8
1980,-5.97
1981,-5.0
1982,-6.79
1983,-4.67
1984,-3.15
1985,-4.67
1986,-5.83
1987,-6.4
1988,-4.92
1989,-3.87
1990,-5.4
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,-3.75
2007,-2.17
2008,-0.64
2009,-3.32
2010,-4.8
